time,step-size,{Cacc1FMU}.Cacc1FMUInstance.accdes,{Cacc2FMU}.Cacc2FMUInstance.accdes,{Cacc3FMU}.Cacc3FMUInstance.accdes,{LeaderPlantFMU}.LeaderPlantFMUInstance.accel,{LeaderPlantFMU}.LeaderPlantFMUInstance.speed,{LeaderPlantFMU}.LeaderPlantFMUInstance.x,{Parameters}.ParametersInstance.C1_weight_1,{Parameters}.ParametersInstance.controllerBandwidth_1,{Parameters}.ParametersInstance.dampingRatio_1,{Parameters}.ParametersInstance.precVehicleLenght_1,{Parameters}.ParametersInstance.targetDistance_1,{PlantFMU}.PlantFMUInstance1.acc,{PlantFMU}.PlantFMUInstance1.speed,{PlantFMU}.PlantFMUInstance1.x,{PlantFMU}.PlantFMUInstance2.acc,{PlantFMU}.PlantFMUInstance2.speed,{PlantFMU}.PlantFMUInstance2.x,{PlantFMU}.PlantFMUInstance3.acc,{PlantFMU}.PlantFMUInstance3.speed,{PlantFMU}.PlantFMUInstance3.x
0.18000000000000002,0.01,1.8625010251998901,0.38483622670173645,0.168317049741745,0.0051909124565178155,5.000285623690954,40.900010913012586,0.5,0.2,1.0,4.0,15.0,0.4903097026391359,0.0451358229671347,25.002770171210393,0.05754420432237151,0.004944168006910738,15.00038816728191,0.03890427862042603,0.004378693217121927,5.00037632403082
0.19000000000000003,0.01,1.8631404638290405,0.39943721890449524,0.17112836241722107,0.00576423251662835,5.000337532815519,40.950013769249495,0.5,0.2,1.0,4.0,15.0,0.514351585709142,0.050152576418149325,25.00324642817225,0.06344969110631918,0.005549264959101879,15.000440590561329,0.04034829936084452,0.004777913088913435,5.000422089701706
0.20000000000000004,0.01,1.8637088537216187,0.4130299687385559,0.17439506947994232,0.006363530826865002,5.000395175140685,41.00001714457765,0.5,0.2,1.0,4.0,15.0,0.5378257055973981,0.05540994892905759,25.003774060212855,0.06890221628231581,0.006213240819062887,15.000499358337366,0.04401976789664994,0.005200050282332085,5.000471962211729
0.21000000000000005,0.01,1.8642072677612305,0.42640283703804016,0.17745745182037354,0.006988259611713528,5.000458810448954,41.050021096329054,0.5,0.2,1.0,4.0,15.0,0.5610465392026212,0.06090379266734056,25.004355451434048,0.07502318384751074,0.006937507577650292,15.000565066303546,0.04580394020035313,0.0056452539761505886,5.000526171296273
0.22000000000000006,0.01,1.8646368980407715,0.4397110342979431,0.18087632954120636,0.007637880574032953,5.000528693045071,41.10002568443355,0.5,0.2,1.0,4.0,15.0,0.5836429450118998,0.06663001927039998,25.00499294610014,0.08170057504840995,0.007723373512470991,15.000638323962352,0.047410725255826305,0.006113667763943492,5.00058494836866
0.23000000000000007,0.01,1.864998698234558,0.45276716351509094,0.1845957636833191,0.008311864706660123,5.000605071850812,41.150030971364,0.5,0.2,1.0,4.0,15.0,0.6068836795458699,0.07258459760262755,25.00568884778966,0.08865855751867537,0.008572104875846451,15.000719753670245,0.05073843521408789,0.0066054666628991825,5.000648526358703
0.24000000000000007,0.01,1.8652937412261963,0.46620360016822815,0.188478022813797,0.009009692107840434,5.000688190497878,41.200037022082505,0.5,0.2,1.0,4.0,15.0,0.6290321712968273,0.07876356031577554,25.006445420204013,0.09475692612995391,0.009484910833403349,15.000809990164921,0.05256153005928421,0.007120879109010076,5.000717140222063
0.25000000000000006,0.01,1.865523338317871,0.47915026545524597,0.1919529289007187,0.009730851800408167,5.000778287418957,41.25004390398748,0.5,0.2,1.0,4.0,15.0,0.6502957490256142,0.08516299537260168,25.007264887518048,0.10101750988894756,0.010463014650789824,15.000909680277474,0.055338504530161925,0.007660164409616143,5.000791027371516
0.26000000000000006,0.01,1.8656882047653198,0.49170902371406555,0.19553159177303314,0.01047484155464139,5.000875595936961,41.30005168686167,0.5,0.2,1.0,4.0,15.0,0.6722245567171852,0.09177904532159285,25.00814943514248,0.10719932986363526,0.011507575291646194,15.00101948286204,0.05779763277462908,0.008223535201074997,5.000870427660349
0.2700000000000001,0.01,1.865789532661438,0.5046531558036804,0.19909346103668213,0.011241167714717865,5.000980344352508,41.35006044282104,0.5,0.2,1.0,4.0,15.0,0.6932852119303666,0.09860791510233563,25.009101210232597,0.11494802532522246,0.012619657347589595,15.001140067877627,0.06017607141359916,0.00881119241536522,5.000955582935317
0.2800000000000001,0.01,1.865828514099121,0.5172142386436462,0.2034614086151123,0.01202934502869991,5.001092756029655,41.40007024626456,0.5,0.2,1.0,4.0,15.0,0.7142787910725656,0.10564586074602823,25.010122322239233,0.12123551015132378,0.013800338003289557,15.001272115892274,0.061940146328000184,0.009423336790021459,5.001046737068589
0.2900000000000001,0.01,1.8658061027526855,0.529790997505188,0.20712150633335114,0.01283889648197757,5.001213049479942,41.450081173824856,0.5,0.2,1.0,4.0,15.0,0.7343785429267993,0.11288919690130791,25.01121484342075,0.12820347919415717,0.015050644336255413,15.001416318081077,0.06485204913719045,0.010060265250033529,5.001144136310854
0.3000000000000001,0.01,1.8657231330871582,0.5419684648513794,0.21114447712898254,0.013669353134100844,5.001341438444761,41.500093304319655,0.5,0.2,1.0,4.0,15.0,0.7543582588145792,0.12033428853893936,25.012380809481854,0.1357891919988181,0.016371569279988108,15.001573375685963,0.06785546100902447,0.010722222115690148,5.001248029824072
0.3100000000000001,0.01,1.865580677986145,0.5541318655014038,0.21549901366233826,0.014520253958933176,5.001478131976103,41.5501067187041,0.5,0.2,1.0,4.0,15.0,0.7737670141751714,0.12797755703370745,25.013622219993497,0.1423279919012832,0.01776403872634107,15.001743999584404,0.07038184954577449,0.011409457067897458,5.001358669097843
0.3200000000000001,0.01,1.8653799295425415,0.5660542249679565,0.21935279667377472,0.015391145688059675,5.001623334515692,41.60012150002386,0.5,0.2,1.0,4.0,15.0,0.793251935275179,0.13581547333972896,25.014941039105526,0.15035600551081363,0.019228939565946006,15.001928909663778,0.07265821935872878,0.012122275242315494,5.001476308393758
0.3300000000000001,0.01,1.8651214838027954,0.5780573487281799,0.22397378087043762,0.016281582657384924,5.001777245972573,41.650137733369014,0.5,0.2,1.0,4.0,15.0,0.8125480911380546,0.14384456274024646,25.016339195817356,0.15781782985569506,0.020767113435686872,15.002128834503512,0.07509783434065373,0.012860930106914152,5.001601204880998
0.34000000000000014,0.01,1.8648066520690918,0.590007483959198,0.22833427786827087,0.017191126656856515,5.0019400617991465,41.70015550582874,0.5,0.2,1.0,4.0,15.0,0.8308981058195668,0.15206140363256618,25.01781858476055,0.1650363866316494,0.0223793850928105,15.002344510950836,0.07773990089820398,0.013625742038732952,5.001733618434022
0.35000000000000014,0.01,1.8644362688064575,0.601524293422699,0.23259571194648743,0.018119346783251715,5.002111973065715,41.75017490644673,0.5,0.2,1.0,4.0,15.0,0.8491154144939256,0.16046261957901334,25.01938106653193,0.17203099009235667,0.02406656206645129,15.002576684039305,0.08054809911785166,0.014417031631625114,5.001873812264748
0.36000000000000015,0.01,1.8640109300613403,0.6130129098892212,0.23676761984825134,0.019065819295965937,5.002293166533548,41.80019602617739,0.5,0.2,1.0,4.0,15.0,0.8674806134197285,0.1690448852405456,25.021028468214777,0.18007729680485846,0.02582937853464322,15.002826106555418,0.0831221318447615,0.01523508837201839,5.002022052613105
0.37000000000000016,0.01,1.8635319471359253,0.6246123313903809,0.2414877861738205,0.020030127475742905,5.002483824726507,41.85021895784273,0.5,0.2,1.0,4.0,15.0,0.8846464629952296,0.17780493072349227,25.02276258389593,0.18774813571094087,0.027668533069969612,15.003093538409594,0.08581567364498424,0.016080180202956863,5.002178608507888
0.38000000000000017,0.01,1.8630000352859497,0.6356474757194519,0.24604260921478271,0.021011861486287593,5.002684126001265,41.900243796089995,0.5,0.2,1.0,4.0,15.0,0.9020295729774299,0.18673952355858714,25.024585175194854,0.1957790664761186,0.029584723946726958,15.003379746466644,0.08865781542495708,0.016952635135813073,5.0023437518673735
0.3900000000000002,0.01,1.86241614818573,0.6468253135681152,0.25079968571662903,0.02201061823870419,5.002894244616128,41.95027063735001,0.5,0.2,1.0,4.0,15.0,0.9191203533741559,0.1958454768092739,25.02649797699531,0.20337716131345165,0.03157856566161192,15.003685506717472,0.09145264610092681,0.017852780504477073,5.002517758875031
0.4000000000000002,0.01,1.861781120300293,0.6578896641731262,0.25536251068115234,0.023026001258702553,5.003114350798515,42.00029957979617,0.5,0.2,1.0,4.0,15.0,0.9356752377559037,0.20511966922491404,25.02850268179414,0.21111420943424847,0.03365066197706976,15.004011596214562,0.09411847671117658,0.018780958186329102,5.002700907243928
0.4100000000000002,0.01,1.8610957860946655,0.6687173843383789,0.2600167691707611,0.024057620556517632,5.0033446108111015,42.05033072330416,0.5,0.2,1.0,4.0,15.0,0.9521828461593471,0.21455901226429694,25.030600956508344,0.21884448906440723,0.03580159413634584,15.004358800434202,0.09717854615089827,0.019737487826235765,5.002893478926785
0.4200000000000002,0.01,1.8603609800338745,0.6795514225959778,0.2646896243095398,0.025105092499487575,5.003585187016666,42.100364169412266,0.5,0.2,1.0,4.0,15.0,0.9680026560211555,0.2241604685193388,25.03279443741786,0.2271178695512068,0.038031896517216585,15.004727910469022,0.10002943890308992,0.020722685814260424,5.003095759024008
0.4300000000000002,0.01,1.8595778942108154,0.6900704503059387,0.26965582370758057,0.02616803968723721,5.003836237941661,42.15040002128244,0.5,0.2,1.0,4.0,15.0,0.9839353570507836,0.2339210381469009,25.035084730602858,0.23476921184593116,0.04034208538641897,15.005119722588567,0.10292272284108706,0.021736869545444442,5.003308035798942
0.4400000000000002,0.01,1.8587466478347778,0.7006734609603882,0.27433258295059204,0.027246090829414718,5.004097918338533,42.200438383661854,0.5,0.2,1.0,4.0,15.0,0.9994087980122436,0.24383777277420232,25.037473412457885,0.24294268446559183,0.042732625066106214,15.00553503802244,0.10594612015727062,0.022780388979411502,5.003530600827782
0.45000000000000023,0.01,1.8578687906265259,0.7110730409622192,0.2792919874191284,0.028338880625930377,5.0043703792468275,42.25047936284524,0.5,0.2,1.0,4.0,15.0,1.0146176496142756,0.25390776354619576,25.039962030033973,0.2512275113978571,0.04520396977793406,15.005974662553701,0.10874618793961406,0.023853565974151163,5.003763749114192
0.46000000000000024,0.01,1.8569445610046387,0.7213655710220337,0.2843284010887146,0.029446049649647147,5.004653768053087,42.30052306663771,0.5,0.2,1.0,4.0,15.0,1.0295472010293365,0.26412814583400457,25.042552101500316,0.2593031945652541,0.047756542848325756,15.006439406396442,0.11190233739281492,0.024956737801052637,5.004007778888839
0.47000000000000025,0.01,1.8559751510620117,0.7315424084663391,0.2892815172672272,0.030567244231474062,5.004948228549583,42.35056960431824,0.5,0.2,1.0,4.0,15.0,1.0439628176879063,0.2744960988334155,25.04524511665922,0.26752321548846303,0.0503907361366553,15.00693008378234,0.114911179023024,0.026090260129377527,5.00426299188228
0.48000000000000026,0.01,1.8549611568450928,0.7414849400520325,0.29432785511016846,0.03170211634781422,5.005253900991899,42.40061908660373,0.5,0.2,1.0,4.0,15.0,1.0583704732102146,0.2850088385106844,25.048042537420535,0.27581056395267356,0.053106914976635874,15.007447512845935,0.11798872924420728,0.027254475130765413,5.004529693335421
0.49000000000000027,0.01,1.8539031744003296,0.7514453530311584,0.29942870140075684,0.03285032351032015,5.005570922155377,42.45067162561365,0.5,0.2,1.0,4.0,15.0,1.0725380332163343,0.2956636257006777,25.050945798620948,0.28379235808173536,0.05590540173160518,15.007992515501924,0.12115310121256377,0.028449726587183078,5.00480819207134
0.5000000000000002,0.01,1.8528022766113281,0.7613062858581543,0.3043975234031677,0.034011528657910385,5.00589942539048,42.500727334835204,0.5,0.2,1.0,4.0,15.0,1.0862344907717292,0.30645776332424524,25.053956307251454,0.2922681629823704,0.05878650446556624,15.008565916415723,0.12420643476294176,0.029676364158327497,5.005098800199197
0.5100000000000002,0.01,1.8516590595245361,0.7709512710571289,0.30963388085365295,0.03518540005100186,5.006239540677059,42.55078632908911,0.5,0.2,1.0,4.0,15.0,1.0996989996942912,0.3173885909791871,25.057075443551813,0.30045952627486794,0.06175051539108755,15.00916854327573,0.1274911942630438,0.030934716888998084,5.005401833266663
0.5200000000000002,0.01,1.8504741191864014,0.7804988026618958,0.3147483468055725,0.03637161116791365,5.006591394677568,42.600848724495876,0.5,0.2,1.0,4.0,15.0,1.1132108591670151,0.3284534871773454,25.06030456131743,0.30898844103670614,0.06479768662374082,15.009801226492868,0.13058209815255456,0.032225136178167364,5.005717610175398
0.5300000000000002,0.01,1.8492485284805298,0.7900875210762024,0.32005172967910767,0.03756984060339864,5.006955110789248,42.65091463844265,0.5,0.2,1.0,4.0,15.0,1.126065216221946,0.33964987717498885,25.063644988284217,0.31728679573359403,0.06792824505153158,15.01046479882423,0.13386212612591786,0.03354796424926801,5.0060464533464435
0.5400000000000003,0.01,1.8479827642440796,0.799363911151886,0.32525986433029175,0.03877977196926032,5.007330809195282,42.700984189550546,0.5,0.2,1.0,4.0,15.0,1.1389913617633696,0.35097521313573715,25.067098026599922,0.3254966045226886,0.07114241402382515,15.011160095332263,0.13717762235595343,0.03490355580726263,5.0063886886328
0.5500000000000003,0.01,1.846677541732788,0.8086917996406555,0.33044344186782837,0.04000109379701304,5.007718606914975,42.7510574976425,0.5,0.2,1.0,4.0,15.0,1.1514612686754535,0.36242699516613586,25.070664953320694,0.33392275981852043,0.07444037254537421,15.011887953087573,0.1405378995194831,0.036292256282045326,5.006744645428644
0.5600000000000003,0.01,1.845333456993103,0.81780606508255,0.3357546925544739,0.04123349944254453,5.008118617852945,42.80113468371165,0.5,0.2,1.0,4.0,15.0,1.1636425824537364,0.374002744054063,25.074347026655378,0.3424776193797737,0.07782228317906302,15.012649215034076,0.1441494450413709,0.037714394124242274,5.0071146581700035
