time,step-size,{Cacc1FMU}.Cacc1FMUInstance.accdes,{Cacc2FMU}.Cacc2FMUInstance.accdes,{Cacc3FMU}.Cacc3FMUInstance.accdes,{Cacc4FMU}.Cacc4FMUInstance.accdes,{LeaderPlantFMU}.LeaderPlantFMUInstance.acc,{LeaderPlantFMU}.LeaderPlantFMUInstance.speed,{LeaderPlantFMU}.LeaderPlantFMUInstance.x,{Parameters}.ParametersInstance.C1_weight_1,{Parameters}.ParametersInstance.controllerBandwidth_1,{Parameters}.ParametersInstance.dampingRatio_1,{Parameters}.ParametersInstance.precVehicleLenght_1,{Parameters}.ParametersInstance.targetDistance_1,{PlantFMU}.PlantFMUInstance1.acc,{PlantFMU}.PlantFMUInstance1.speed,{PlantFMU}.PlantFMUInstance1.x,{PlantFMU}.PlantFMUInstance2.acc,{PlantFMU}.PlantFMUInstance2.speed,{PlantFMU}.PlantFMUInstance2.x,{PlantFMU}.PlantFMUInstance3.acc,{PlantFMU}.PlantFMUInstance3.speed,{PlantFMU}.PlantFMUInstance3.x,{PlantFMU}.PlantFMUInstance4.acc,{PlantFMU}.PlantFMUInstance4.speed,{PlantFMU}.PlantFMUInstance4.x
0.16,0.01,1.7215577363967896,2.026320695877075,2.468263864517212,4.462834358215332,0.5021114494728741,0.04361447566300681,300.0025151302561,0.5,0.2,1.0,4.0,15.0,0.3241076596058485,0.02497121546636514,250.0013775614388,0.41288668238734966,0.03238735779006657,190.00176684964325,0.5116319137517615,0.04003110267406133,120.00216050121007,0.9853831992486323,0.07752009510702175,1.0041000369157873
0.17,0.01,1.7496140003204346,2.0519917011260986,2.495548725128174,4.492156982421875,0.5284395659729809,0.04876769295030383,300.00297683914073,0.5,0.2,1.0,4.0,15.0,0.34890501626144815,0.028339588971123122,250.00164392725353,0.44105144897432924,0.036661418376680174,190.00211187597628,0.5456561855484405,0.045319228275693804,120.00258698855669,1.0477985169637207,0.08768545308160391,1.004925591900554
0.18000000000000002,0.01,1.7766646146774292,2.0773680210113525,2.5224738121032715,4.520352840423584,0.5548110693119325,0.05418345200605034,300.0034913964761,0.5,0.2,1.0,4.0,15.0,0.37386877044239597,0.03195641921962303,250.00194521862744,0.4692720089699319,0.041221823754620496,190.00250107500116,0.580929477846664,0.05095475474019754,120.00306809518175,1.1088554313551218,0.09846999340060918,1.005855900766241
0.19000000000000003,0.01,1.803763508796692,2.1028339862823486,2.549422025680542,4.549075603485107,0.5799582978491991,0.05985711099082165,300.00406140440487,0.5,0.2,1.0,4.0,15.0,0.39907967588569176,0.03582218194462432,250.00228392265356,0.49871831415941187,0.04606805571894895,190.00293730765733,0.6152185129483694,0.05693637378906903,120.00360728856616,1.1697242756234363,0.10986783588592657,1.00689712602745
0.20000000000000004,0.01,1.8296431303024292,2.127798557281494,2.576342821121216,4.5765767097473145,0.6051480104320514,0.06578410486141159,300.00468942038754,0.5,0.2,1.0,4.0,15.0,0.4240590026974404,0.03993730730344857,250.0026625321252,0.5270601057360325,0.051199606603595724,190.00342343109992,0.6499167959694534,0.06326278376086981,120.0042080249138,1.2306028838106782,0.12187326367093763,1.0080553752313965
0.21000000000000005,0.01,1.855568528175354,2.1526527404785156,2.602705478668213,4.604186534881592,0.6298130903991311,0.07195995613801956,300.0053779539439,0.5,0.2,1.0,4.0,15.0,0.44894450630219646,0.04430205568321691,250.00308354081758,0.5552660322479986,0.05661591278341505,190.00396229431126,0.684397081795773,0.06993271127605417,120.00487374391282,1.2899180703142432,0.13448048243281543,1.009336692021811
0.22000000000000006,0.01,1.8809678554534912,2.1771836280822754,2.628710985183716,4.63131046295166,0.6540085427693256,0.07838026350679686,300.0061294716082,0.5,0.2,1.0,4.0,15.0,0.4738174899050804,0.048916637888274286,250.0035494460457,0.5841078869201934,0.062316382721119196,190.00455674186924,0.7181626369419691,0.07694481888186164,120.00560787410343,1.3494642827956678,0.1476837834655335,1.0107470657414834
0.23000000000000007,0.01,1.9058972597122192,2.2014591693878174,2.654771566390991,4.65772819519043,0.6778313284816005,0.08504070326403035,300.0069463962419,0.5,0.2,1.0,4.0,15.0,0.49861544741746167,0.053781189394390576,250.00406274684755,0.612297922602649,0.06830038756331565,190.00520961230043,0.7514734958774748,0.08429772045128445,120.00641383043306,1.4079953575699617,0.16147748595779315,1.0122924287625152
0.24000000000000007,0.01,1.9304511547088623,2.2254960536956787,2.680291175842285,4.683619976043701,0.701178049330381,0.09193702858011493,300.00783110788643,0.5,0.2,1.0,4.0,15.0,0.5239701995715885,0.05889575612951865,250.00462594322929,0.6408498726182301,0.0745672580433824,190.0059237376206,0.7861898777306169,0.09199004763362352,120.00729501395561,1.466563213239692,0.1758558735675588,1.0139786566195268
0.25000000000000006,0.01,1.9545234441757202,2.2495577335357666,2.7057268619537354,4.709865093231201,0.7241128243201476,0.09906506743734253,300.0087859445036,0.5,0.2,1.0,4.0,15.0,0.5491378614106736,0.06426031376621402,250.0052415352719,0.6688169092632745,0.08111629596239728,190.00670194298013,0.8196451461320127,0.10002038479087096,120.00825481187812,1.5240788395838962,0.19081323881598483,1.0158115675394255
0.26000000000000006,0.01,1.9781763553619385,2.2733054161071777,2.73063588142395,4.735164165496826,0.746842577471334,0.10642072110254346,300.0098132026367,0.5,0.2,1.0,4.0,15.0,0.5741831353369117,0.06987475526614152,250.00591202243652,0.6971003484738194,0.08794680816623848,190.00754704665852,0.8532852198106096,0.10838730459660881,120.00929659716857,1.5807608065840317,0.20634402899455323,1.0177969234334698
0.2700000000000001,0.01,2.001617908477783,2.296872854232788,2.75557279586792,4.760344982147217,0.7689173574085882,0.1139999649605378,300.0109151382766,0.5,0.2,1.0,4.0,15.0,0.5987210293326538,0.07573889849494587,250.00663990269544,0.7249567244552204,0.09505807087884104,190.0084618598191,0.8865806083997464,0.11708932612601558,120.01042372829939,1.6379747528168394,0.22244261625976391,1.0199404304278659
0.2800000000000001,0.01,2.024393320083618,2.3198444843292236,2.779940605163574,4.784918308258057,0.7907867805872918,0.12179884340245532,300.01209396751153,0.5,0.2,1.0,4.0,15.0,0.6236816712585151,0.08185251722106697,250.00742767195987,0.753075226375026,0.10244933333601473,190.00944918614405,0.920103408719937,0.12612498146065815,120.01163954891467,1.6936953968340347,0.23910346230719617,1.0222477388378381
0.2900000000000001,0.01,2.0469515323638916,2.342909574508667,2.8043079376220703,4.809397220611572,0.8118819334930013,0.12981347338151453,300.0133518671882,0.5,0.2,1.0,4.0,15.0,0.6480529365116269,0.08821528856312985,250.0082778234235,0.7808197349718403,0.11011976643544225,190.0105118216292,0.9532253663563457,0.13549274435068434,120.01294738782393,1.7486798867841775,0.256321002909319,1.0247244434499185
0.3000000000000001,0.01,2.068725109100342,2.3652758598327637,2.828073740005493,4.833183288574219,0.8329348069556851,0.13804003691527997,300.01469097570185,0.5,0.2,1.0,4.0,15.0,0.6735967779427265,0.09482683581137459,250.00919284674004,0.8087231244302769,0.11806854890293905,190.01165255378442,0.9863465740106071,0.14519109803255195,120.01435055849726,1.8038225211519665,0.2740897513333432,1.0273760836070007
0.3100000000000001,0.01,2.090439796447754,2.3881916999816895,2.8518693447113037,4.856845378875732,0.8537363205158686,0.14647478604892286,300.0161133935846,0.5,0.2,1.0,4.0,15.0,0.6984672749448029,0.10168667403553047,250.01017522739176,0.8363282380678061,0.12629477381507234,190.01287416171394,1.0188494605830165,0.15521846094075653,120.01585235889824,1.8586290693806387,0.2924041973914267,1.030208143880093
0.3200000000000001,0.01,2.111889123916626,2.4106292724609375,2.875361919403076,4.879970073699951,0.8739760256547225,0.15511403966673995,300.017621184262,0.5,0.2,1.0,4.0,15.0,0.7231092452231245,0.1087942882482451,250.01122744572618,0.8636537638768423,0.13479761242735505,190.01417941555508,1.0514890117578923,0.16557326583444223,120.01745607134963,1.9122874675599049,0.31125890946963347,1.0332260540613794
0.3300000000000001,0.01,2.1327590942382812,2.4326555728912354,2.898405075073242,4.9027814865112305,0.8939766506454383,0.16395417958627986,300.0192163746103,0.5,0.2,1.0,4.0,15.0,0.747812453035077,0.11614913167715493,250.01235197675476,0.8914555880454044,0.14357619061905239,190.0155710771433,1.0841050008170117,0.17625392831845743,120.01916496236223,1.9650555773140328,0.33064844456071035,1.0364351895263981
0.34000000000000014,0.01,2.153373956680298,2.454575538635254,2.921538829803467,4.9253621101379395,0.9134584848305127,0.17299165375007916,300.0209009557019,0.5,0.2,1.0,4.0,15.0,0.7722517893481938,0.12375057420882654,250.01355128973614,0.9193072299474594,0.15262957655050038,190.01705189930604,1.1167045192365401,0.18725881268085845,120.02098228238451,2.017927654720934,0.35056739210781995,1.0398408714863452
0.35000000000000014,0.01,2.1734490394592285,2.4760873317718506,2.944410562515259,4.947576999664307,0.9327108633819012,0.18222297074602914,300.02267688337326,0.5,0.2,1.0,4.0,15.0,0.7968007099153344,0.13159793928359556,250.0148278472783,0.9464735240181584,0.16195682932293456,190.01862462535783,1.1487463004177991,0.19858632024373796,120.02291126563428,2.0703962154553053,0.37101040665547425,1.0434483672457093
0.36000000000000015,0.01,2.193274736404419,2.4975228309631348,2.9667959213256836,4.969301223754883,0.951665645600593,0.19164470220879862,300.02454607884835,0.5,0.2,1.0,4.0,15.0,0.8210959497729702,0.1396904757389517,250.01618410488717,0.9732757393106339,0.17155695526947512,190.0202919890682,1.1808137528541875,0.21023483488292483,120.02495513016825,2.1215620846665213,0.3919721732405954,1.0472628909897126
0.37000000000000016,0.01,2.2127811908721924,2.5186655521392822,2.9888219833374023,4.990793704986572,0.9700107876781973,0.2012534816205127,300.0265104294033,0.5,0.2,1.0,4.0,15.0,0.8454938517293308,0.148027390338661,250.01762251035615,1.0005632147486698,0.18142895371496376,190.02205671411565,1.2124127552207151,0.222202689255898,120.02711707777912,2.1727800150698218,0.41344735782640346,1.0512896035222092
0.38000000000000017,0.01,2.231657028198242,2.539536714553833,3.0107579231262207,5.011651992797852,0.9884178207607013,0.21104599742190489,300.0285717889281,0.5,0.2,1.0,4.0,15.0,0.870485694903417,0.15660784772701106,250.0191455033479,1.0278719418326046,0.1915717990479336,190.0239215142448,1.2439686822745308,0.2344881736883074,120.02940029341256,2.2234562338692516,0.43543069894744485,1.0555336126119286
